id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
02e6fc74d370b880,"""
 How about this """"GO FUCK YOURSELF.""""""",1,0,1,0,1,0
03088aacc4600323,"Fuck you faggot, I don't care if i get blocked, as long as everyone knows you are a dumb cunt.",1,1,1,0,1,1
030ed098f411f8c7,"Cavorting with Heretics 

Fuck Heretics!!!",1,1,1,0,1,0
031be7991d883341,"Hey, you freaking hermaphrodite. 

Please unprotect your user page; I would like to move it to a more suitable title or three.",1,0,0,0,1,1
0355b79cb7deea97,"is a common prostitute, a sock-puppet. I've done lots of edits, perhaps 3000, but the EB1911 project is now gone so it's only about 2000 edits. I can become foul-mouthed.  is your basic sock-puppet mouth-pervert pervert. C'est moi, FourthAve.",1,0,0,0,1,0
03687823a14a8454,Fuck you people. The information of that can be found here [],1,1,1,0,1,0
037f8fbe6e9cbe03,"GHE you're a fag. Learn it, know it!",1,0,1,0,1,1
038947bbf889cb2a,"Fuck you both, I'm not interested in what either of you think. ,",1,0,1,0,1,0
039281cfaf5a7462,"""

Lol dumb arabs and their """"you cant show my god, heres a bomb because I have sand in my vagina!"""" fucking towelheads""",1,0,1,0,1,0
039296aa294ee10b,"SHUT UP, YOU FAT POOP, OR I WILL KICK YOUR ASS!!!",1,1,1,1,1,1
03aec26f9b6f9ba3,"""

 Stop. 

Stop redirecting the Teddygodzilla page to List of Code Lyoko episodes. Clearly, I'm in the middle of working on it. What you need is patience, man. And don't give me something like """"YOU HAD ENOUGH TIME"""". How do you know I haven't been busy? What If I had to evacuate Hurricane Ike? As a matter of fact, My laptop charger decided to get fried, and I have a very small amount of time on a computer now. So my advice to you is to show some patience, or you will find me being a major asshole towards you.   """,0,0,0,0,1,0
03b0141f824d81f2,Always good to have the ignorant and mentally defective getting together. Die soon,1,0,0,0,1,0
03c207be67b02e60,"You Need To Stop. 

What difference does it make if the episodes of ANY show have their own articles? You're acting like a major geek. Will WP collapse within itself if it's not perfect? I think the Joker said it best when he said:

THE ONLY SENSIBLE WAY TO LIVE IN THIS WORLD IS WITHOUT RULES

And don't EVEN try to tell me that WP would be terrible without rules. You can have moderators to stop vandalism, JUST STOP FUCKING REDIRECTING. It's getting on my nerves, along with about 75% of WP users.",1,0,1,0,1,0
03ebb03deb920216,"To Blanchardb 

You dumb motherfucker I am going to sue the shit out of you. Watch your back.",1,1,1,0,1,0
03f3dec5d5e9d381,"""

-———————————————————————————————————————————————————————————-

Suck my dick. Thank you.   —talk/hist """,1,0,1,0,1,0
0420f5f4e950566b,"Demonte Morton 

U bastard stop deletin' my shit u white trash cracker muthafucker. Fuck u u racist bitch. I hope u die.",1,0,1,1,1,1
04237ea01685d4b6,Bla bla bla....suck it Irishguy =),1,0,1,0,1,1
04258e0f81ca98f8,Try the official website then - shit head!,1,0,1,0,1,0
04371246307ecbd1,fuck you and your small penis,1,1,1,0,1,0
0437561ecfde2bfb,"RE: Moving Dragon Slayer to Dragon Slayer series 
Fuck Your Mother! You is Son of a Bitch!",1,0,1,0,1,0
0447ab3c0aceab45,"Insult for MusikAnimal 
, you're a fucking shit, the reason that i'm insulting is because , fuck you Wikipedia.",1,0,1,0,1,0
044cc0666946070e,. When the funeral comes I will be the only one their and I will only be their to piss on your grave.,1,0,0,0,1,0
044f39de7fce756e,"You have no friends in real life, what makes you think anyone on the internet will like you?  Take the hint, you're an a-hole.",1,0,1,0,1,0
045a7cdcbe340e8d,"You know what? Don't offend other users , you are a jerk! I know you are correct, but you don't have to get so angry about it. 207.62.246.166",0,0,0,0,1,0
0470a205e8ecf59b,"closedmouth is a DICK-FUCK 

this guy is a jackass who sux cock 4 a fuckin job y the fuck does the trans do it?????cuz its into tht kinda shit >:(",1,1,1,0,1,0
047b26be7714316a,"""

You have evidence from ME!  I presented you with tone of evidence, but you reject it because it goes against your fictional ideas of what New England is or should be.  Even eastern(southeast anyway) CT is not into this New England thing, which actually shocked me!  I have told you time and again, western CT does not think of ourselves in this NE thing.  Go to a town meeting and see if Boston or NE comes up.  CT and it's place in the NYC metro area is what comes up.  You are doing nothing but telling lies and spreading propaganda.  It has to be because you dismiss my actual facts and you make too many excuses that hold no water.  In my CT, there are no signs that point to New England or Boston.  Our signs point to New York state and city.

Also, how you people are not on this guy's ass like you are on mine?  """"I bet its cause we white folk from New England hate NYC Niggers, like this spick who posted above me. Go fuck yourself.—The preceding unsigned comment was added by 71.162.110.60 (talk • contribs).""""  

I can only assume because he is one of you and he at least still believe in New England with Boston as it's capital.  Get your head out of your ass.  Watch you block me for those comments.  If I get blocked, that guy (you? should be blocked. """,1,0,1,0,1,1
0481f0959adb034a,Whos the douche that deleated all of the info and crap I really want to curse them out right now.,1,0,1,0,1,0
048e2bdc78a2dff1,"""

hey fuck you, who the fuck checks """"Phnom Nam Lyr Wildlife Sanctuary"""" for vandalism. Get a fucking life you turd bag""",1,1,1,0,1,0
0492cfd8278238d4,"72.94.188.92 

Yo what the fuck is your problem fucking around with my page! leave it the fuck alone!",1,1,1,0,1,0
04a2e9156cfd87a6,"{{unblock|WHAT THE FUCK?!?!?! The article on Anne Kilkenny was poorly written, I rewrote it so it didnt look like shit, look at my final edit you fucking dumbass.}}",1,0,1,0,1,0
04aadd2f732eef57,Hey idiot. I'm simply verifying the TRUTH. Mobile17 was NOT the first to have a ringtone maker online.. Brinked was. Do some fucking research before you remove my shit. Tired of you assholes removing my hard work I'm putting into making wikipedia a relevant page.,1,0,1,0,1,0
04ac56a43d2d209a,"RE: 

Punk ass snitch, get the cock.",1,0,1,0,1,0
04af185d298b513f,"""

Oh right, like """"This article sucks and you know it."""" isn't abusive language. Hypocrite. Eat shit and die, loser.""",1,0,1,0,1,0
04cf14506adaaf42,"YOU ARE A FAGGOT
GET A LIFE 97.102.60.171",1,0,1,0,1,1
04f8cad9735b8c3c,Recent? You just a pussy.,1,0,1,0,1,0
050159ed7da327be,"picking on a 10 year old!!! soooo sad 

Just shut up okay?Im only 10 years old. I just wanted to have a little fun, captain buzz kill. I guess you never had a life when you were young. that was probably like, 100000000000000000 years old. LOL!!!! 75.27.114.194  None yo beez nas",1,0,0,0,1,0
050ab8da16e75307,Once again.... I'm SO glad that Wikipedia is not biased or filled with retarded children.,1,0,0,0,1,1
050c330758a40c44,"""=Reliable sources===
Cheating:
""""Barry Bonds:Cheater"""" from CBS, yea I kinda think that is reliable. 
""""Dear Barry Bonds, You are either an outright cheater or very stupid"""" from the USA Today 
""""Yes, Barry Bonds is a cheater. He is a cheater of the worst sort"""" 
Lying:
""""It's clear, Barry Bonds' a liar"""" New York Daily News, another pretty freakin' reliable source. 
""""Barry Lamar Bonds is a bad man"""" Baseball Digest 
""""but Bonds is a liar, a cheater, a whiner and a bad influence on America's youth""""  Mark Barnes

==""",0,0,1,0,1,0
